1,10,4866,3944,446,173,464,0
1,10,4866,3944,446,173,464,1
1,10,4866,3944,446,173,464,2
1,10,4866,3944,446,173,464,3
1,100,4866,2414,1662,1703,-1,0
1,100,4866,2414,1662,1703,-1,1
1,100,4866,2414,1662,1703,-1,2
1,100,4866,2414,1662,1703,-1,3
1,101,4866,2482,1707,1635,-1,0
1,101,4866,2482,1707,1635,-1,1
1,101,4866,2482,1707,1635,-1,2
1,101,4866,2482,1707,1635,-1,3
1,103,4866,3948,452,178,532,0
1,103,4866,3948,452,178,532,1
1,103,4866,3948,452,178,532,2
1,103,4866,3948,452,178,532,3
1,104,4866,2220,1683,1897,-1,0
1,104,4866,2220,1683,1897,-1,1
1,104,4866,2220,1683,1897,-1,2
1,104,4866,2220,1683,1897,-1,3
1,105,1141,4040,3895,2450,6310,0
1,105,1141,4040,3895,2450,6310,1
1,105,1141,4040,3895,2450,6310,2
1,105,1141,4040,3895,2450,6310,3
1,106,1141,4040,3895,2450,6306,0
1,106,1141,4040,3895,2450,6306,1
1,106,1141,4040,3895,2450,6306,2
1,106,1141,4040,3895,2450,6306,3
1,107,4866,2361,876,1756,2417,0
1,107,4866,2361,876,1756,2417,1
1,107,4866,2361,876,1756,2417,2
1,107,4866,2361,876,1756,2417,3
1,108,4866,3315,1218,802,1872,0
1,108,4866,3315,1218,802,1872,1
1,108,4866,3315,1218,802,1872,2
1,108,4866,3315,1218,802,1872,3
1,109,4866,3302,980,815,-1,0
1,109,4866,3302,980,815,-1,1
1,109,4866,3302,980,815,-1,2
1,109,4866,3302,980,815,-1,3
1,11,4866,2761,4304,2128,8265,0
1,11,4866,2761,4304,2128,8265,1
1,11,4866,2761,4304,2128,8265,2
1,11,4866,2761,4304,2128,8265,3
1,110,4527,3834,474,283,724,0
1,110,4527,3834,474,283,724,1
1,110,4527,3834,474,283,724,2
1,110,4527,3834,474,283,724,3
1,111,4866,4040,555,851,1223,0
1,111,4866,4040,555,851,1223,1
1,111,4866,4040,555,851,1223,2
1,111,4866,4040,555,851,1223,3
1,112,4692,3966,309,151,428,0
1,112,4692,3966,309,151,428,1
1,112,4692,3966,309,151,428,2
1,112,4692,3966,309,151,428,3
1,113,4866,2761,4304,2856,9729,0
1,113,4866,2761,4304,2856,9729,1
1,113,4866,2761,4304,2856,9729,2
1,113,4866,2761,4304,2856,9729,3
1,114,4115,4040,942,1397,2509,0
1,114,4115,4040,942,1397,2509,1
1,114,4115,4040,942,1397,2509,2
1,114,4115,4040,942,1397,2509,3
1,115,3489,4040,1547,1065,2275,0
1,115,3489,4040,1547,1065,2275,1
1,115,3489,4040,1547,1065,2275,2
1,115,3489,4040,1547,1065,2275,3
1,116,4804,3709,197,408,526,0
1,116,4804,3709,197,408,526,1
1,116,4804,3709,197,408,526,2
1,116,4804,3709,197,408,526,3
1,117,4819,3757,182,360,446,0
1,117,4819,3757,182,360,446,1
1,117,4819,3757,182,360,446,2
1,117,4819,3757,182,360,446,3
1,118,4786,3759,215,358,481,0
1,118,4786,3759,215,358,481,1
1,118,4786,3759,215,358,481,2
1,118,4786,3759,215,358,481,3
1,119,4776,3773,225,344,518,0
1,119,4776,3773,225,344,518,1
1,119,4776,3773,225,344,518,2
1,119,4776,3773,225,344,518,3
1,12,4866,2761,4304,2201,8208,0
1,12,4866,2761,4304,2201,8208,1
1,12,4866,2761,4304,2201,8208,2
1,12,4866,2761,4304,2201,8208,3
1,120,4778,3773,223,344,494,0
1,120,4778,3773,223,344,494,1
1,120,4778,3773,223,344,494,2
1,120,4778,3773,223,344,494,3
1,121,4758,3773,243,344,510,0
1,121,4758,3773,243,344,510,1
1,121,4758,3773,243,344,510,2
1,121,4758,3773,243,344,510,3
1,122,4717,3773,284,344,544,0
1,122,4717,3773,284,344,544,1
1,122,4717,3773,284,344,544,2
1,122,4717,3773,284,344,544,3
1,123,4730,3728,271,389,568,0
1,123,4730,3728,271,389,568,1
1,123,4730,3728,271,389,568,2
1,123,4730,3728,271,389,568,3
1,124,4706,3770,295,347,554,0
1,124,4706,3770,295,347,554,1
1,124,4706,3770,295,347,554,2
1,124,4706,3770,295,347,554,3
1,125,4194,4040,863,1435,2063,0
1,125,4194,4040,863,1435,2063,1
1,125,4194,4040,863,1435,2063,2
1,125,4194,4040,863,1435,2063,3
1,126,4866,4040,431,809,1027,0
1,126,4866,4040,431,809,1027,1
1,126,4866,4040,431,809,1027,2
1,126,4866,4040,431,809,1027,3
1,127,4236,3304,765,813,1418,0
1,127,4236,3304,765,813,1418,1
1,127,4236,3304,765,813,1418,2
1,127,4236,3304,765,813,1418,3
1,128,3968,4053,962,346,-1,0
1,128,3968,4053,962,346,-1,1
1,128,3968,4053,962,346,-1,2
1,128,3968,4053,962,346,-1,3
1,129,4866,4040,525,288,704,0
1,129,4866,4040,525,288,704,1
1,129,4866,4040,525,288,704,2
1,129,4866,4040,525,288,704,3
1,13,4866,2761,4304,2137,8170,0
1,13,4866,2761,4304,2137,8170,1
1,13,4866,2761,4304,2137,8170,2
1,13,4866,2761,4304,2137,8170,3
1,130,4866,3504,707,613,1133,0
1,130,4866,3504,707,613,1133,1
1,130,4866,3504,707,613,1133,2
1,130,4866,3504,707,613,1133,3
1,131,1314,4040,3722,3152,6069,0
1,131,1314,4040,3722,3152,6069,1
1,131,1314,4040,3722,3152,6069,2
1,131,1314,4040,3722,3152,6069,3
1,132,1278,4040,3758,3152,5984,0
1,132,1278,4040,3758,3152,5984,1
1,132,1278,4040,3758,3152,5984,2
1,132,1278,4040,3758,3152,5984,3
1,133,3840,4040,1217,1757,2690,0
1,133,3840,4040,1217,1757,2690,1
1,133,3840,4040,1217,1757,2690,2
1,133,3840,4040,1217,1757,2690,3
1,134,4866,4040,413,1005,1478,0
1,134,4866,4040,413,1005,1478,1
1,134,4866,4040,413,1005,1478,2
1,134,4866,4040,413,1005,1478,3
1,135,3604,4040,1432,1085,2191,0
1,135,3604,4040,1432,1085,2191,1
1,135,3604,4040,1432,1085,2191,2
1,135,3604,4040,1432,1085,2191,3
1,136,4866,3007,314,1110,1394,0
1,136,4866,3007,314,1110,1394,1
1,136,4866,3007,314,1110,1394,2
1,136,4866,3007,314,1110,1394,3
1,137,4866,3127,854,990,1650,0
1,137,4866,3127,854,990,1650,1
1,137,4866,3127,854,990,1650,2
1,137,4866,3127,854,990,1650,3
1,138,4866,2761,4304,2538,8487,0
1,138,4866,2761,4304,2538,8487,1
1,138,4866,2761,4304,2538,8487,2
1,138,4866,2761,4304,2538,8487,3
1,139,4866,2761,4304,2538,8473,0
1,139,4866,2761,4304,2538,8473,1
1,139,4866,2761,4304,2538,8473,2
1,139,4866,2761,4304,2538,8473,3
1,14,4866,2761,4304,2217,8152,0
1,14,4866,2761,4304,2217,8152,1
1,14,4866,2761,4304,2217,8152,2
1,14,4866,2761,4304,2217,8152,3
1,140,4866,2761,4304,2578,8794,0
1,140,4866,2761,4304,2578,8794,1
1,140,4866,2761,4304,2578,8794,2
1,140,4866,2761,4304,2578,8794,3
1,141,4866,2761,4304,2538,8490,0
1,141,4866,2761,4304,2538,8490,1
1,141,4866,2761,4304,2538,8490,2
1,141,4866,2761,4304,2538,8490,3
1,142,4866,2315,1752,1802,-1,0
1,142,4866,2315,1752,1802,-1,1
1,142,4866,2315,1752,1802,-1,2
1,142,4866,2315,1752,1802,-1,3
1,143,4866,3527,922,590,1391,0
1,143,4866,3527,922,590,1391,1
1,143,4866,3527,922,590,1391,2
1,143,4866,3527,922,590,1391,3
1,144,4866,3496,906,621,1407,0
1,144,4866,3496,906,621,1407,1
1,144,4866,3496,906,621,1407,2
1,144,4866,3496,906,621,1407,3
